date,location,daily_total,gender_ratio_buyer,gender_ratio_seller,main_purpose,n_trades,n_new_users
46,0,0.0,0.0,0.0,10,0,0
47,0,0.0,0.0,0.0,10,0,0
48,0,400.0,0.0,1.0,4,1,4
49,0,2.0,0.0,1.0,3,1,1
50,0,0.0,0.0,0.0,10,0,0
51,0,352.0,0.3333333333333333,0.3333333333333333,3,4,0
52,0,0.0,0.0,0.0,10,0,0
53,0,0.0,0.0,0.0,10,0,0
54,0,0.0,0.0,0.0,10,0,0
55,0,0.0,0.0,0.0,10,0,3
56,0,150.0,1.0,1.0,3,1,0
57,0,350.0,0.0,2.0,9,2,0
58,0,400.0,3.0,0.0,3,3,0
59,0,505.0,5.0,5.0,4,5,0
60,0,400.0,1.0,1.0,6,1,0
61,0,0.0,0.0,0.0,10,0,0
62,0,0.0,0.0,0.0,10,0,2
63,0,1250.0,3.0,4.0,3,4,5
64,0,500.0,2.0,2.0,3,2,0
65,0,1350.0,0.25,1.5,3,5,0
66,0,1260.0,5.0,0.5,3,6,0
67,0,8.0,0.0,4.0,3,4,1
68,0,2.0,1.0,1.0,4,1,0
69,0,0.0,0.0,0.0,10,0,0
70,0,7.0,2.0,2.0,4,2,0
71,0,6075.0,1.1428571428571428,30.0,4,30,0
72,0,70.0,0.25,5.0,3,5,5
73,0,1600.0,0.75,0.16666666666666666,3,7,3
74,0,4279.0,0.9166666666666666,1.875,3,23,0
75,0,3366.0,2.4,9.2,3,51,0
76,0,9530.0,2.8333333333333335,4.75,3,23,0
77,0,2280.0,0.16666666666666666,1.0,3,14,0
78,0,471.0,0.14285714285714285,1.6666666666666667,3,8,0
79,0,5905.0,2.0,2.6,3,18,0
80,0,2498.0,0.8,8.0,3,18,8
0,1,0.0,0.0,0.0,10,0,0
1,1,0.0,0.0,0.0,10,0,0
2,1,0.0,0.0,0.0,10,0,0
3,1,0.0,0.0,0.0,10,0,0
4,1,0.0,0.0,0.0,10,0,0
5,1,0.0,0.0,0.0,10,0,0
6,1,0.0,0.0,0.0,10,0,0
7,1,0.0,0.0,0.0,10,0,0
8,1,0.0,0.0,0.0,10,0,0
9,1,0.0,0.0,0.0,10,0,0
10,1,0.0,0.0,0.0,10,0,0
11,1,0.0,0.0,0.0,10,0,0
12,1,0.0,0.0,0.0,10,0,0
13,1,0.0,0.0,0.0,10,0,0
14,1,0.0,0.0,0.0,10,0,0
15,1,0.0,0.0,0.0,10,0,0
16,1,0.0,0.0,0.0,10,0,0
17,1,0.0,0.0,0.0,10,0,0
18,1,0.0,0.0,0.0,10,0,0
19,1,0.0,0.0,0.0,10,0,0
20,1,0.0,0.0,0.0,10,0,0
21,1,0.0,0.0,0.0,10,0,0
22,1,0.0,0.0,0.0,10,0,0
23,1,0.0,0.0,0.0,10,0,0
24,1,0.0,0.0,0.0,10,0,0
25,1,0.0,0.0,0.0,10,0,0
26,1,0.0,0.0,0.0,10,0,0
27,1,0.0,0.0,0.0,10,0,0
28,1,0.0,0.0,0.0,10,0,0
29,1,0.0,0.0,0.0,10,0,0
30,1,0.0,0.0,0.0,10,0,0
31,1,0.0,0.0,0.0,10,0,0
32,1,0.0,0.0,0.0,10,0,0
33,1,0.0,0.0,0.0,10,0,0
34,1,0.0,0.0,0.0,10,0,0
35,1,0.0,0.0,0.0,10,0,0
36,1,0.0,0.0,0.0,10,0,0
37,1,0.0,0.0,0.0,10,0,0
38,1,0.0,0.0,0.0,10,0,0
39,1,0.0,0.0,0.0,10,0,0
40,1,0.0,0.0,0.0,10,0,0
41,1,0.0,0.0,0.0,10,0,0
42,1,0.0,0.0,0.0,10,0,0
43,1,0.0,0.0,0.0,10,0,0
44,1,0.0,0.0,0.0,10,0,0
45,1,0.0,0.0,0.0,10,0,0
46,1,0.0,0.0,0.0,10,0,0
47,1,0.0,0.0,0.0,10,0,0
48,1,0.0,0.0,0.0,10,0,0
49,1,0.0,0.0,0.0,10,0,0
50,1,0.0,0.0,0.0,10,0,0
51,1,0.0,0.0,0.0,10,0,0
52,1,0.0,0.0,0.0,10,0,0
53,1,0.0,0.0,0.0,10,0,0
54,1,0.0,0.0,0.0,10,0,0
55,1,0.0,0.0,0.0,10,0,0
56,1,0.0,0.0,0.0,10,0,0
57,1,0.0,0.0,0.0,10,0,0
58,1,0.0,0.0,0.0,10,0,0
59,1,0.0,0.0,0.0,10,0,0
60,1,0.0,0.0,0.0,10,0,0
61,1,0.0,0.0,0.0,10,0,0
62,1,0.0,0.0,0.0,10,0,0
63,1,0.0,0.0,0.0,10,0,0
64,1,0.0,0.0,0.0,10,0,0
65,1,0.0,0.0,0.0,10,0,0
66,1,0.0,0.0,0.0,10,0,0
67,1,0.0,0.0,0.0,10,0,0
68,1,0.0,0.0,0.0,10,0,0
69,1,0.0,0.0,0.0,10,0,0
70,1,0.0,0.0,0.0,10,0,0
71,1,0.0,0.0,0.0,10,0,0
72,1,0.0,0.0,0.0,10,0,0
73,1,0.0,0.0,0.0,10,0,0
74,1,800.0,2.0,0.0,3,2,2
75,1,0.0,0.0,0.0,10,0,0
76,1,0.0,0.0,0.0,10,0,0
77,1,0.0,0.0,0.0,10,0,0
78,1,0.0,0.0,0.0,10,0,0
79,1,0.0,0.0,0.0,10,0,0
80,1,0.0,0.0,0.0,10,0,2
0,2,0.0,0.0,0.0,10,0,0
1,2,0.0,0.0,0.0,10,0,70
2,2,600.0,0.0,1.0,3,1,3
3,2,360.0,1.0,1.0,3,1,0
4,2,1040.0,2.5,1.3333333333333333,3,7,0
5,2,390.0,1.0,2.0,3,2,0
6,2,990.0,1.0,2.0,3,2,0
7,2,50.0,1.0,0.0,3,1,0
8,2,0.0,0.0,0.0,10,0,0
9,2,292.0,0.3333333333333333,0.3333333333333333,3,4,5
10,2,60.0,0.0,0.0,3,1,0
11,2,1030.0,0.6666666666666666,1.5,3,5,0
12,2,50.0,1.0,0.0,3,1,0
13,2,1110.0,1.0,3.0,3,4,4
14,2,80.0,2.0,0.5,3,3,1
15,2,1140.0,0.0,2.0,3,2,0
16,2,440.0,2.0,0.2,3,6,5
17,2,300.0,0.0,0.5,3,3,4
18,2,2300.0,1.3333333333333333,7.0,3,7,0
19,2,100.0,1.0,0.0,3,1,0
20,2,20.0,2.0,2.0,3,2,2
21,2,140.0,13.0,14.0,3,14,16
22,2,1060.0,3.0,3.0,3,4,0
23,2,660.0,1.0,0.3333333333333333,3,4,0
24,2,2182.0,5.0,6.0,3,6,2
25,2,3080.0,8.0,17.0,6,18,0
26,2,1.0,1.0,0.0,3,1,0
27,2,0.0,0.0,0.0,10,0,0
28,2,0.0,0.0,0.0,10,0,0
29,2,0.0,0.0,0.0,10,0,0
30,2,0.0,0.0,0.0,10,0,0
31,2,630.0,4.0,4.0,6,4,2
32,2,780.0,3.0,3.0,3,3,0
33,2,1850.0,11.0,12.0,6,12,0
34,2,300.0,1.0,1.0,6,1,0
35,2,0.0,0.0,0.0,10,0,0
36,2,0.0,0.0,0.0,10,0,0
37,2,105.0,2.0,1.0,3,2,2
38,2,700.0,3.0,3.0,3,3,0
39,2,540.0,2.0,2.0,6,2,0
40,2,1740.0,10.0,11.0,6,11,0
41,2,1045.4,1.0,2.0,3,2,0
42,2,0.0,0.0,0.0,10,0,0
43,2,250.0,0.0,0.0,3,1,0
44,2,0.0,0.0,0.0,10,0,0
45,2,400.0,3.0,2.0,6,3,3
46,2,300.0,2.0,2.0,0,2,0
47,2,1290.0,9.0,10.0,6,10,1
48,2,1570.0,0.6666666666666666,0.6666666666666666,3,5,1
49,2,0.0,0.0,0.0,10,0,0
50,2,0.0,0.0,0.0,10,0,0
51,2,699.0,0.5,2.0,3,3,0
52,2,1465.0,1.0,9.0,6,10,1
53,2,255.0,4.0,3.0,3,4,2
54,2,1445.0,5.5,13.0,6,13,3
55,2,400.0,1.0,1.0,3,1,1
56,2,2540.0,7.0,3.0,3,8,0
57,2,0.0,0.0,0.0,10,0,0
58,2,0.0,0.0,0.0,10,0,0
59,2,250.0,1.0,2.0,6,2,0
60,2,120.0,1.0,1.0,3,1,0
61,2,1321.0,5.5,12.0,6,13,0
62,2,0.0,0.0,0.0,10,0,1
63,2,2419.0,2.0,1.25,3,9,41
64,2,560.0,3.0,2.0,3,3,0
65,2,550.0,2.0,3.0,3,3,0
66,2,7870.0,1.8888888888888888,2.25,3,26,0
67,2,760.0,0.5,3.0,3,3,0
68,2,645.0,4.0,2.3333333333333335,6,10,3
69,2,50.0,0.0,0.0,3,1,3
70,2,800.0,2.0,2.0,3,2,0
71,2,50.0,0.0,0.0,3,1,0
72,2,170.0,3.0,2.0,3,3,6
73,2,0.0,0.0,0.0,10,0,4
74,2,1670.0,3.0,4.0,3,4,1
75,2,2520.0,4.0,9.0,6,10,0
76,2,3150.0,1.0,3.0,3,4,0
77,2,350.0,0.0,0.0,3,2,0
78,2,1750.0,3.0,3.0,3,3,0
79,2,0.0,0.0,0.0,10,0,0
80,2,170.0,1.0,2.0,9,2,14
0,3,0.0,0.0,0.0,10,0,0
1,3,0.0,0.0,0.0,10,0,0
2,3,0.0,0.0,0.0,10,0,1
3,3,0.0,0.0,0.0,10,0,0
4,3,0.0,0.0,0.0,10,0,0
5,3,723.0,1.0,1.0,3,1,0
6,3,0.0,0.0,0.0,10,0,0
7,3,0.0,0.0,0.0,10,0,0
8,3,0.0,0.0,0.0,10,0,0
9,3,0.0,0.0,0.0,10,0,0
10,3,0.0,0.0,0.0,10,0,0
11,3,360.0,1.0,0.0,3,1,0
12,3,0.0,0.0,0.0,10,0,0
13,3,10.0,1.0,1.0,3,1,0
14,3,0.0,0.0,0.0,10,0,0
15,3,0.0,0.0,0.0,10,0,0
16,3,0.0,0.0,0.0,10,0,0
17,3,0.0,0.0,0.0,10,0,0
18,3,0.0,0.0,0.0,10,0,0
19,3,0.0,0.0,0.0,10,0,0
20,3,0.0,0.0,0.0,10,0,0
21,3,0.0,0.0,0.0,10,0,0
22,3,0.0,0.0,0.0,10,0,0
23,3,0.0,0.0,0.0,10,0,0
24,3,0.0,0.0,0.0,10,0,0
25,3,0.0,0.0,0.0,10,0,0
26,3,400.0,2.0,0.0,4,2,0
27,3,0.0,0.0,0.0,10,0,0
28,3,0.0,0.0,0.0,10,0,0
29,3,0.0,0.0,0.0,10,0,0
30,3,0.0,0.0,0.0,10,0,0
31,3,0.0,0.0,0.0,10,0,0
32,3,0.0,0.0,0.0,10,0,0
33,3,0.0,0.0,0.0,10,0,0
34,3,0.0,0.0,0.0,10,0,0
35,3,0.0,0.0,0.0,10,0,0
36,3,0.0,0.0,0.0,10,0,0
37,3,0.0,0.0,0.0,10,0,0
38,3,0.0,0.0,0.0,10,0,0
39,3,0.0,0.0,0.0,10,0,0
40,3,0.0,0.0,0.0,10,0,0
41,3,0.0,0.0,0.0,10,0,0
42,3,0.0,0.0,0.0,10,0,0
43,3,0.0,0.0,0.0,10,0,0
44,3,0.0,0.0,0.0,10,0,0
45,3,0.0,0.0,0.0,10,0,0
46,3,0.0,0.0,0.0,10,0,0
47,3,0.0,0.0,0.0,10,0,0
48,3,0.0,0.0,0.0,10,0,0
49,3,0.0,0.0,0.0,10,0,0
50,3,0.0,0.0,0.0,10,0,0
51,3,0.0,0.0,0.0,10,0,0
52,3,0.0,0.0,0.0,10,0,0
53,3,0.0,0.0,0.0,10,0,0
54,3,0.0,0.0,0.0,10,0,0
55,3,0.0,0.0,0.0,10,0,0
56,3,0.0,0.0,0.0,10,0,0
57,3,0.0,0.0,0.0,10,0,0
58,3,7.0,0.0,1.0,3,1,0
59,3,0.0,0.0,0.0,10,0,0
60,3,0.0,0.0,0.0,10,0,0
61,3,0.0,0.0,0.0,10,0,0
62,3,0.0,0.0,0.0,10,0,0
63,3,897.0,2.0,0.5,4,3,0
64,3,0.0,0.0,0.0,10,0,0
65,3,730.0,1.0,2.0,3,2,0
66,3,0.0,0.0,0.0,10,0,0
67,3,910.0,0.0,0.0,4,1,0
68,3,0.0,0.0,0.0,10,0,0
69,3,400.0,1.0,1.0,3,1,0
70,3,0.0,0.0,0.0,10,0,0
71,3,0.0,0.0,0.0,10,0,0
72,3,0.0,0.0,0.0,10,0,0
73,3,0.0,0.0,0.0,10,0,0
74,3,400.0,1.0,0.0,3,1,0
75,3,0.0,0.0,0.0,10,0,0
76,3,0.0,0.0,0.0,10,0,0
77,3,0.0,0.0,0.0,10,0,0
78,3,0.0,0.0,0.0,10,0,0
79,3,0.0,0.0,0.0,10,0,0
80,3,0.0,0.0,0.0,10,0,0
0,4,0.0,0.0,0.0,10,0,0
1,4,0.0,0.0,0.0,10,0,0
2,4,12.0,1.0,6.0,4,6,33
3,4,0.0,0.0,0.0,10,0,0
4,4,0.0,0.0,0.0,10,0,0
5,4,0.0,0.0,0.0,10,0,9
6,4,10.0,2.0,2.0,3,2,10
7,4,360.0,1.0,1.0,3,1,9
8,4,0.0,0.0,0.0,10,0,0
9,4,1460.0,4.75,1.0909090909090908,6,23,14
10,4,400.0,1.0,0.0,0,1,0
11,4,30.0,4.0,4.0,3,5,5
12,4,0.0,0.0,0.0,10,0,0
13,4,0.0,0.0,0.0,10,0,0
14,4,0.0,0.0,0.0,10,0,0
15,4,0.0,0.0,0.0,10,0,0
16,4,2370.0,2.25,0.18181818181818182,6,13,0
17,4,0.0,0.0,0.0,10,0,0
18,4,0.0,0.0,0.0,10,0,0
19,4,0.0,0.0,0.0,10,0,0
20,4,16.0,5.0,6.0,4,6,6
21,4,0.0,0.0,0.0,10,0,0
22,4,3500.0,0.42857142857142855,0.42857142857142855,3,10,0
23,4,0.0,0.0,0.0,10,0,0
24,4,0.0,0.0,0.0,10,0,0
25,4,960.0,1.5,0.25,6,10,3
26,4,4474.0,9.0,30.0,6,30,4
27,4,0.0,0.0,0.0,10,0,0
28,4,0.0,0.0,0.0,10,0,0
29,4,0.0,0.0,0.0,10,0,0
30,4,0.0,0.0,0.0,10,0,0
31,4,380.0,0.0,0.0,7,1,0
32,4,1555.0,1.2,0.0,6,11,0
33,4,0.0,0.0,0.0,10,0,1
34,4,52.0,0.0,2.0,3,2,1
35,4,94.0,1.0,1.0,3,4,2
36,4,0.0,0.0,0.0,10,0,0
37,4,200.0,0.0,1.0,3,1,0
38,4,320.0,1.0,0.0,3,4,2
39,4,1300.0,1.5,0.1111111111111111,6,10,0
40,4,500.0,1.3333333333333333,7.0,3,7,0
41,4,0.0,0.0,0.0,10,0,0
42,4,0.0,0.0,0.0,10,0,0
43,4,0.0,0.0,0.0,10,0,0
44,4,140.0,2.0,2.0,3,2,0
45,4,0.0,0.0,0.0,10,0,0
46,4,1150.0,0.5,0.0,6,9,0
47,4,0.0,0.0,0.0,10,0,0
48,4,250.0,1.0,2.0,3,2,2
49,4,0.0,0.0,0.0,10,0,0
50,4,0.0,0.0,0.0,10,0,0
51,4,930.0,0.25,0.0,3,5,2
52,4,0.0,0.0,0.0,10,0,0
53,4,1150.0,1.5,0.1111111111111111,6,10,0
54,4,0.0,0.0,0.0,10,0,0
55,4,0.0,0.0,0.0,10,0,0
56,4,0.0,0.0,0.0,10,0,0
57,4,0.0,0.0,0.0,10,0,0
58,4,405.0,0.0,0.0,3,4,1
59,4,600.0,1.0,1.0,3,2,0
60,4,6000.0,0.6666666666666666,0.36363636363636365,6,15,0
61,4,0.0,0.0,0.0,10,0,0
62,4,0.0,0.0,0.0,10,0,0
63,4,0.0,0.0,0.0,10,0,24
64,4,0.0,0.0,0.0,10,0,0
65,4,100.0,1.0,0.0,6,1,0
66,4,200.0,0.0,1.0,3,1,0
67,4,860.0,4.0,4.0,3,5,0
68,4,250.0,1.0,1.0,3,1,0
69,4,0.0,0.0,0.0,10,0,0
70,4,10.0,0.0,0.0,3,1,0
71,4,0.0,0.0,0.0,10,0,0
72,4,0.0,0.0,0.0,10,0,1
73,4,5.0,0.0,0.0,3,1,0
74,4,1700.0,0.75,0.16666666666666666,6,7,0
75,4,0.0,0.0,0.0,10,0,0
76,4,0.0,0.0,0.0,10,0,0
77,4,0.0,0.0,0.0,10,0,0
78,4,830.0,2.0,2.0,3,2,0
79,4,0.0,0.0,0.0,10,0,0
80,4,2000.0,0.0,1.0,3,1,7
0,5,56922.32,0.0,0.3333333333333333,9,4,0
1,5,4267536.199999992,0.0,1.2382423618262959,9,6520,0
2,5,556455.0599999999,0.0031725888324873096,2.280082987551867,9,1581,0
3,5,83515.0,0.030303030303030304,1.3943661971830985,9,170,0
4,5,62860.0,0.0,1.7627118644067796,9,163,0
5,5,56840.0,0.0,1.6415094339622642,9,140,0
6,5,72102.0,0.016260162601626018,1.11864406779661,9,125,0
7,5,25540.0,0.0,1.9090909090909092,9,64,0
8,5,0.0,0.0,0.0,10,0,0
9,5,110301.0,0.0048543689320388345,1.875,9,207,0
10,5,124203.0,0.23529411764705882,1.896551724137931,9,84,0
11,5,33190.0,0.39215686274509803,2.641025641025641,9,142,0
12,5,39275.0,0.2647058823529412,2.4864864864864864,9,129,0
13,5,64638.0,0.44025157232704404,3.872340425531915,9,229,0
14,5,61912.0,0.7045454545454546,5.617647058823529,9,225,0
15,5,5602.0,8.5,1.7142857142857142,3,19,0
16,5,69307.0,0.25748502994011974,2.3870967741935485,9,210,0
17,5,45705.0,0.25806451612903225,1.7857142857142858,9,117,0
18,5,47815.0,0.05737704918032787,1.8043478260869565,9,129,0
19,5,39004.0,0.15151515151515152,3.0714285714285716,9,114,0
20,5,43440.0,0.06140350877192982,2.27027027027027,9,121,0
21,5,23969.0,0.03508771929824561,13.75,9,59,0
22,5,5386.0,1.0,3.4,9,22,0
23,5,74816.0,0.07547169811320754,2.9767441860465116,9,171,0
24,5,34905.0,0.09375,1.441860465116279,9,105,0
25,5,50373.0,0.1171875,2.3255813953488373,9,143,0
26,5,26023.0,0.15492957746478872,1.6451612903225807,9,82,0
27,5,45050.15,0.052083333333333336,1.3488372093023255,9,101,0
28,5,28040.0,0.014705882352941176,5.9,9,69,0
29,5,625.0,5.0,5.0,3,5,0
30,5,54210.0,0.0,1.8461538461538463,9,74,0
31,5,29441.0,0.02631578947368421,3.588235294117647,9,78,0
32,5,50288.37,0.5,3.4347826086956523,9,102,0
33,5,95170.0,0.13580246913580246,2.68,9,92,0
34,5,12135.0,0.09090909090909091,0.8,9,36,0
35,5,9500.0,0.0,3.0,9,24,0
36,5,492.0,4.0,1.0,3,4,0
37,5,39470.0,0.04938271604938271,3.0476190476190474,9,85,0
38,5,16945.0,0.0625,1.6842105263157894,9,51,0
39,5,28595.0,0.02666666666666667,1.9615384615384615,9,77,0
40,5,24650.0,0.043478260869565216,1.4,9,72,0
41,5,35950.0,0.03125,1.8285714285714285,9,99,0
42,5,9800.0,0.0,2.4285714285714284,9,24,0
43,5,1331.0,0.6666666666666666,0.25,3,5,0
44,5,19385.0,0.058823529411764705,1.25,9,54,0
45,5,63342.0,0.04285714285714286,1.6071428571428572,9,146,0
46,5,27158.0,0.043478260869565216,6.2,9,72,0
47,5,35769.0,0.09473684210526316,1.6666666666666667,9,104,0
48,5,43700.0,0.010638297872340425,1.435897435897436,9,95,0
49,5,23200.0,0.020833333333333332,11.25,9,49,0
50,5,0.0,0.0,0.0,10,0,0
51,5,66170.0,0.05128205128205128,1.2777777777777777,9,82,0
52,5,28890.0,0.0125,1.7,9,81,0
53,5,28964.0,0.08333333333333333,1.7575757575757576,9,91,0
54,5,36605.0,0.052083333333333336,1.8857142857142857,9,101,0
55,5,250897.0,0.013114754098360656,1.4523809523809523,9,309,0
56,5,26610.0,0.06349206349206349,4.583333333333333,9,67,0
57,5,3520.0,3.0,7.0,3,8,0
58,5,31000.0,0.046153846153846156,2.238095238095238,9,68,0
59,5,29150.0,0.0136986301369863,3.625,9,74,0
60,5,45315.0,0.19148936170212766,1.8,9,112,0
61,5,44780.0,0.037383177570093455,2.7,9,111,0
62,5,137532.0,0.01020408163265306,1.4444444444444444,9,198,0
63,5,795256.0,0.014469453376205787,2.1965552178318135,9,3155,0
64,5,5725.0,7.0,3.0,3,24,0
65,5,65621.0,0.152,2.891891891891892,9,144,0
66,5,74635.0,0.13432835820895522,1.9803921568627452,9,152,0
67,5,113412.1,0.14871794871794872,1.6987951807228916,9,224,0
68,5,55510.0,0.056338028169014086,1.5862068965517242,9,150,0
69,5,58075.0,0.028169014084507043,0.9466666666666667,9,146,0
70,5,39250.0,0.04081632653061224,2.7777777777777777,9,102,0
71,5,730.0,0.5,3.0,3,3,0
72,5,205317.1,0.011320754716981131,1.8612099644128113,9,804,0
73,5,127716.0,0.02074688796680498,1.3653846153846154,9,246,0
74,5,64539.0,0.03592814371257485,1.36986301369863,9,173,0
75,5,120236.53,0.0223463687150838,2.1016949152542375,9,183,0
76,5,120440.0,0.01910828025477707,1.3880597014925373,9,160,0
77,5,22060.0,0.034482758620689655,2.0,9,60,0
78,5,10965.0,0.631578947368421,2.1,9,31,0
79,5,63930.0,0.03205128205128205,0.9634146341463414,9,161,0
80,5,149164.14,0.004685059864653826,1.6620689655172414,9,1930,0
0,6,0.0,0.0,0.0,10,0,0
1,6,0.0,0.0,0.0,10,0,9
2,6,560.0,2.0,0.0,3,6,2
3,6,390.0,1.5,0.25,3,5,0
4,6,50.0,1.0,0.0,4,1,0
5,6,30.0,0.0,0.0,3,1,0
6,6,400.0,0.5,0.0,6,3,0
7,6,240.0,2.0,0.0,3,2,1
8,6,30.0,0.0,0.0,3,1,0
9,6,0.0,0.0,0.0,10,0,1
10,6,35.0,0.0,0.0,3,1,0
11,6,130.0,1.0,0.0,3,2,0
12,6,0.0,0.0,0.0,10,0,0
13,6,605.0,1.0,0.0,6,4,0
14,6,0.0,0.0,0.0,10,0,0
15,6,70.0,1.0,0.0,3,1,0
16,6,100.0,0.0,0.0,3,2,0
17,6,50.0,0.0,1.0,6,1,0
18,6,0.0,0.0,0.0,10,0,0
19,6,0.0,0.0,0.0,10,0,0
20,6,600.0,1.0,0.5,3,6,0
21,6,0.0,0.0,0.0,10,0,0
22,6,25.0,0.0,0.0,3,1,0
23,6,0.0,0.0,0.0,10,0,0
24,6,790.0,0.0,0.0,3,4,0
25,6,685.0,1.5,0.25,3,5,0
26,6,410.0,2.0,0.0,3,2,0
27,6,950.0,0.4,0.4,3,7,0
28,6,0.0,0.0,0.0,10,0,0
29,6,0.0,0.0,0.0,10,0,0
30,6,0.0,0.0,0.0,10,0,0
31,6,30.0,1.0,0.0,3,1,0
32,6,250.0,0.0,0.0,3,1,0
33,6,0.0,0.0,0.0,10,0,0
34,6,1430.0,0.6666666666666666,0.0,6,5,0
35,6,0.0,0.0,0.0,10,0,0
36,6,0.0,0.0,0.0,10,0,0
37,6,0.0,0.0,0.0,10,0,0
38,6,301.0,0.5,0.5,3,3,0
39,6,0.0,0.0,0.0,10,0,0
40,6,0.0,0.0,0.0,10,0,0
41,6,200.0,0.0,0.0,3,2,0
42,6,0.0,0.0,0.0,10,0,0
43,6,0.0,0.0,0.0,10,0,0
44,6,0.0,0.0,0.0,10,0,0
45,6,350.0,0.0,2.0,6,3,1
46,6,0.0,0.0,0.0,10,0,0
47,6,0.0,0.0,0.0,10,0,0
48,6,640.0,0.14285714285714285,0.3333333333333333,6,8,0
49,6,0.0,0.0,0.0,10,0,0
50,6,0.0,0.0,0.0,10,0,0
51,6,0.0,0.0,0.0,10,0,0
52,6,200.0,0.0,1.0,6,1,0
53,6,4500.0,0.0,0.5,3,6,0
54,6,0.0,0.0,0.0,10,0,0
55,6,1450.0,2.0,0.2,3,6,2
56,6,0.0,0.0,0.0,10,0,0
57,6,5600.0,0.4444444444444444,0.3,3,13,0
58,6,500.0,0.0,0.0,3,1,0
59,6,450.0,0.0,1.0,3,2,0
60,6,188.0,1.0,0.0,3,2,0
61,6,0.0,0.0,0.0,10,0,0
62,6,1150.0,1.5,0.0,6,5,0
63,6,0.0,0.0,0.0,10,0,2
64,6,250.0,0.0,0.0,3,2,0
65,6,120.0,3.0,0.0,3,3,0
66,6,4910.0,0.1111111111111111,0.25,6,10,0
67,6,80.0,0.0,0.0,3,2,0
68,6,30.0,0.0,0.0,3,1,0
69,6,2550.0,1.5,0.1111111111111111,6,10,0
70,6,30.0,0.0,0.0,3,1,0
71,6,0.0,0.0,0.0,10,0,0
72,6,120.0,3.0,0.5,4,3,3
73,6,200.0,0.0,1.0,6,1,0
74,6,0.0,0.0,0.0,10,0,0
75,6,0.0,0.0,0.0,10,0,0
76,6,3050.0,0.3333333333333333,0.14285714285714285,6,8,0
77,6,0.0,0.0,0.0,10,0,0
78,6,0.0,0.0,0.0,10,0,0
79,6,0.0,0.0,0.0,10,0,0
80,6,0.0,0.0,0.0,10,0,3
0,7,0.0,0.0,0.0,10,0,0
1,7,0.0,0.0,0.0,10,0,0
2,7,0.0,0.0,0.0,10,0,0
3,7,0.0,0.0,0.0,10,0,0
4,7,0.0,0.0,0.0,10,0,0
5,7,0.0,0.0,0.0,10,0,0
6,7,0.0,0.0,0.0,10,0,0
7,7,0.0,0.0,0.0,10,0,0
8,7,0.0,0.0,0.0,10,0,0
9,7,0.0,0.0,0.0,10,0,0
10,7,0.0,0.0,0.0,10,0,0
11,7,0.0,0.0,0.0,10,0,0
12,7,0.0,0.0,0.0,10,0,0
13,7,0.0,0.0,0.0,10,0,0
14,7,0.0,0.0,0.0,10,0,0
15,7,0.0,0.0,0.0,10,0,0
16,7,0.0,0.0,0.0,10,0,0
17,7,0.0,0.0,0.0,10,0,0
18,7,0.0,0.0,0.0,10,0,0
19,7,0.0,0.0,0.0,10,0,0
20,7,0.0,0.0,0.0,10,0,0
21,7,0.0,0.0,0.0,10,0,0
22,7,0.0,0.0,0.0,10,0,0
